RptDt;TckrSymb;ISIN;Asst;BalQty;TradAvrgPric;PricFctr;BalVal
2021-02-24;PETZ3;BRPETZACNOR2;PETZ;3582746;22,4141606;1;80304244,37
2021-02-24;PFIN11;BRPFINCTF001;PFIN;302;101,7317218;1;30722,98
2021-02-24;PFIZ34;BRPFIZBDR006;PFIZ;2905;46,2191394;1;134266,6
2021-02-24;PFRM3;BRPFRMACNOR1;PFRM;527362;5,8631357;1;3091994,99
2021-02-24;PGCO34;BRPGCOBDR001;PGCO;599;49,9961602;1;29947,7
2021-02-24;PGMN3;BRPGMNACNOR8;PGMN;116706;9,9521096;1;1161470,91
2021-02-24;PIBB11;BRPIBBCTF005;PIBB;34822;197,6274846;1;6881784,27
2021-02-24;PINE4;BRPINEACNPR8;PINE;860354;2,2271125;1;1916105,2
2021-02-24;PLAS3;BRPLASACNOR2;PLAS;40;4,89;1;195,6
2021-02-24;PLPL3;BRPLPLACNOR5;PLPL;155084;6,3658589;1;987242,87
2021-02-24;PMAM3;BRPMAMACNOR3;PMAM;385237;9,2598387;1;3567232,5
2021-02-24;PNVL3;BRPNVLACNOR9;PNVL;4316437;21,2232682;1;91608900,3
2021-02-24;PNVL4;BRPNVLACNPR6;PNVL;34121;19,2761278;1;657720,76
2021-02-24;POMO3;BRPOMOACNOR0;POMO;481224;2,600224;1;1251290,22
2021-02-24;POMO4;BRPOMOACNPR7;POMO;42752214;2,7695903;1;118406119,78
2021-02-24;POSI3;BRPOSIACNOR9;POSI;3799926;4,6962768;1;17845504,54
2021-02-24;POWE3;BRPOWEACNOR0;POWE;710937;15,5502427;1;11055242,9
2021-02-24;PPLA11;BRPPLAUNT007;PPLA;3;11,21;1;33,63
2021-02-24;PRIO3;BRPRIOACNOR1;PRIO;4987686;82,243944;1;410206968,42
2021-02-24;PRNR3;BRPRNRACNOR4;PRNR;100270;8,1485925;1;817059,37
2021-02-24;PSSA3;BRPSSAACNOR7;PSSA;1743881;49,135755;1;85686909,59
2021-02-24;PTBL3;BRPTBLACNOR8;PTBL;930663;8,0715906;1;7511930,74
2021-02-24;PTNT4;BRPTNTACNPR3;PTNT;1139;4,8094117;1;5477,92
2021-02-24;PYPL34;BRPYPLBDR002;PYPL;410;64,2111707;1;26326,58
2021-02-24;QAGR11;BRQAGRCTF005;QAGR;594;74,9626936;1;44527,84
2021-02-24;QCOM34;BRQCOMBDR007;QCOM;13;61,43;1;798,59
2021-02-24;QUAL3;BRQUALACNOR6;QUAL;5713502;32,2836061;1;184452448,04
2021-02-24;R1CL34;BRR1CLBDR007;R1CL;3000;202,8843333;1;608653
2021-02-24;R1IN34;BRR1INBDR000;R1IN;1;166,14;1;166,14
2021-02-24;RADL3;BRRADLACNOR0;RADL;35294307;25,3141958;1;893447000,53
2021-02-24;RAIL3;BRRAILACNOR9;RAIL;38183623;19,8883531;1;759409378,76
2021-02-24;RANI3;BRRANIACNOR5;RANI;129381;6,3968182;1;827626,74
2021-02-24;RAPT3;BRRAPTACNOR7;RAPT;10272;10,8891248;1;111853,09
2021-02-24;RAPT4;BRRAPTACNPR4;RAPT;9763088;14,492146;1;141488097,45
2021-02-24;RBRF11;BRRBRFCTF003;RBRF;8217;97,428912;1;800573,37
2021-02-24;RBRP11;BRRBRPCTF002;RBRP;466;96,0714377;1;44769,29
2021-02-24;RBRR11;BRRBRRCTF008;RBRR;624;95,4279647;1;59547,05
2021-02-24;RBVA11;BRRBVACTF006;RBVA;1838;112,4066757;1;206603,47
2021-02-24;RCRB11;BRRCRBCTF000;RCRB;56;157,26;1;8806,56
2021-02-24;RCSL3;BRRCSLACNOR4;RCSL;3433;8,9308534;1;30659,62
2021-02-24;RCSL4;BRRCSLACNPR1;RCSL;705165;1,4518156;1;1023769,61
2021-02-24;RDNI3;BRRDNIACNOR9;RDNI;3802;10,6379668;1;40445,55
2021-02-24;RDOR3;BRRDORACNOR8;RDOR;2133098;71,2188423;1;151916770,25
2021-02-24;RECT11;BRRECTCTF000;RECT;171;94,5571929;1;16169,28
2021-02-24;REGN34;BRREGNBDR005;REGN;3;499,73;1;1499,19
2021-02-24;RENT3;BRRENTACNOR4;RENT;26214962;65,3705157;1;1713685585,97
2021-02-24;RIOT34;BRRIOTBDR007;RIOT;2;490,5;1;981
